source,target
咳特灵片医丙,咳特灵片
舒肝解郁胶囊医乙,和络舒肝片
伤科接骨片,接骨七厘片
蛇胆川贝枇杷膏,蛇胆川贝枇杷膏
坤泰胶囊,坤泰胶囊
硫代硫酸钠粉针,硫代硫酸钠
肾上腺色腙片医乙,卡巴克络（安络血，肾上腺色素缩氨脲）
舒筋活血丸,舒筋活血丸
银杏达莫注射液,银杏达莫
五淋化石丸医丙,五淋化石丸
吸入用七氟烷,七氟烷
通心络胶囊,通心络胶囊
托吡卡胺眼液,托吡卡胺（托品酰胺）
维钙咀嚼片医丙,氨基酸/碳水化合物/矿物质/维生素，复方
生脉颗粒,生脉颗粒
生血宝合剂,生血宝合剂
卤米松乳膏医乙,卤米松
氯化钾注射液,氯化钾
十滴水,十滴水
胃苏颗粒,胃苏颗粒
戊酸雌二醇片雌二醇环丙孕酮片医乙NULL,环丙孕酮和雌激素
注射用奥扎格雷钠,其它抗血栓形成药
顺铂注射液,顺铂（顺氯氨铂）
马应龙麝香痔疮膏,马应龙麝香痔疮膏
牛黄解毒片,牛黄解毒片
西洛他唑片,西洛他唑
清咽滴丸,清咽滴丸
炔雌醇环丙孕酮片医乙限多囊卵巢综合症,环丙孕酮和雌激素
注射用还原型谷胱甘肽,谷胱甘肽
乳癖消颗粒,乳癖消颗粒
乳酸菌素片医丙,乳酸
注射用鹿瓜多肽,鹿瓜多肽
自枸橼酸钠抗凝剂200ml袋,枸橼酸钠
乌鸡白凤丸,乌鸡白凤丸
消旋卡多曲颗粒医乙,消旋卡多曲
吸入用布地奈德混悬液,布地奈德
香丹注射液甲,香丹注射液
乌灵胶囊,乌灵胶囊
吸入用乙酰半胱氨酸溶液医乙,乙酰半胱氨酸
香菊胶囊,香菊胶囊
小儿肺热咳喘口服液,小儿肺热咳喘口服液
乳酸菌阴道胶囊乙,乳酸
乳酸左氧氟沙星分散片,左氧氟沙星
消炎利胆片,消炎利胆片
硝酸异山梨脂片,硝酸异山梨酯
消眩止晕片,消眩止晕片
硝酸咪康唑乳膏,咪康唑
吸入用乙酰半胱氨酸溶液,乙酰半胱氨酸
香砂养胃丸,香砂养胃丸(浓缩丸)
逍遥丸,逍遥丸
硝酸甘油片,硝酸甘油
硝酸咪康唑栓,咪康唑
心宝丸,心宝丸
小儿电解质补给注射液医乙,电解质
小儿止咳糖浆医乙限儿童,小儿止咳糖浆
小儿复方氨基酸注射液18AA医甲符合凡例对肠内外,氨基酸
缬沙坦氨氯地平片,缬沙坦和氨氯地平
血脂康胶囊,血脂康胶囊
盐酸多塞平片,多塞平
三金片,三金片
伤科接骨片,接骨片
辛夷鼻炎丸,辛夷鼻炎丸
亚甲蓝注射液,亚甲蓝
虚汗停颗粒,虚汗停颗粒
血府逐瘀胶囊,血府逐瘀胶囊
小儿柴桂退热颗粒,小儿柴桂退热颗粒
小儿柴桂退热颗粒医乙,小儿柴桂退热颗粒
小儿复方氨基酸注射液18AA,氨基酸/碳水化合物/矿物质/维生素，复方
盐酸精氨酸注射液,盐酸精氨酸
小儿复方氨基酸注射液18AA医甲,氨基酸
小金丸,小金丸
盐酸金霉素眼膏医甲,金霉素
盐酸利多卡因胶浆,利多卡因（赛罗卡因）
盐酸氮卓斯汀滴眼液医乙,氮卓斯汀
盐酸利多卡因注射液,利多卡因（赛罗卡因）
盐酸克林霉素氯化钠注射液,克林霉素
盐酸克林霉素葡萄糖注射液,克林霉素
碳酸钙D3片,氨基酸/碳水化合物/矿物质/维生素，复方
碳酸钙D3片医乙限参保人员门诊使用,碳酸钙
小金胶囊,小金胶囊
盐酸异丙嗪注射液,异丙嗪
盐酸左氧氟沙星滴眼液,氧氟沙星
痛泻宁颗粒医乙,痛泻宁颗粒
妥布霉素地塞米松滴眼液医乙,妥布霉素
维酸乳膏,维A酸（维甲酸）
氧氟沙星滴耳液,氧氟沙星
氧化锌硫软膏医乙,硫磺
玄麦甘桔颗粒,玄麦甘桔
血塞通片,血塞通片
乙酰半胱氨酸片,乙酰半胱氨酸
异维酸软胶囊,异维A酸
银柴颗粒,银柴颗粒
银杏叶胶囊,银杏叶胶囊
盐酸纳洛酮注射液,纳洛酮
仙灵骨葆胶囊,仙灵骨葆胶囊
吲达帕胺缓释片,培多普利/氨氯地平/吲哒帕胺
异氟烷注射液,异氟烷（异氟醚，福仑）
消痔灵注射液,消痔灵注射液
血府逐瘀胶囊,血府逐瘀颗粒
血栓通注射液,血栓通注射液
盐酸地尔硫卓片,地尔硫卓
盐酸普鲁卡因注射液,普鲁卡因
盐酸右美托咪定注射液医乙,右美托咪定
盐酸左氧氟沙星氯化钠注射液,氧氟沙星
盐酸肾上腺素注射液,肾上腺素
盐酸莫西沙星氯化钠注射液,莫西沙星
盐酸莫西沙星片,莫西沙星
血塞通胶囊,血塞通胶囊
血塞通注射液,血塞通注射液
盐酸左氧氟沙星片,氧氟沙星
野马追糖浆,野马追糖浆
盐酸坦索罗辛缓释胶囊,坦索罗辛/索非那新
烟酸注射液医乙,烟酸，复方
依降钙素注射液,依降钙素
依降钙素注射液乙,依降钙素
丹红注射液医乙限二级及以上医疗机构并有明确的缺,丹红注射液
碳酸钙D3颗粒医乙限参保人员门诊使用,碳酸钙
腰痛宁胶囊,腰痛宁胶囊
吸入用七氟烷医乙,七氟烷
喜炎平注射液医乙限二级及以上重,喜炎平注射液
鸦胆子油乳注射液医乙限,鸦胆子油乳注射液
依诺肝素钠注射液医乙,肝素
盐酸米多君片医乙米维,米多君
盐酸莫西沙星片限制医乙限二线用药,莫西沙星
奥硝唑氯化钠注射液,奥硝唑
百令胶囊,百令胶囊
保和丸,保和丸
步长脑心通胶囊,脑心通胶囊
参苓白术颗粒,参苓白术颗粒
已烯雌酚片,己烯雌酚
吲哚布芬片,吲哚布芬
银丹心脑通软胶囊,银丹心脑通软胶囊
吲哚美辛肠溶片乙,吲哚美辛
云南白药膏,云南白药膏
云南白药胶囊,云南白药胶囊
益母草膏,益母草膏
右旋糖酐葡萄注射液,右旋糖酐
贞芪扶正胶囊,贞芪扶正胶囊
云南白药散,白药散
正清风痛宁缓释片,正清风痛宁缓释片
脂必泰胶囊粒盒,脂必泰胶囊
止痛消炎软膏医丙,止痛消炎软膏
脂肪乳氨基酸葡萄糖注射液,葡萄糖，复方
制霉素片,制霉素（制霉菌素）
腰痛宁胶囊医乙,腰痛宁胶囊
珍珠明目滴眼液,珍珠明目滴眼液
注射用阿替普酶医乙限急性心肌梗,阿替普酶
银黄胶囊,银黄胶囊
吲哚美辛肠溶片消炎痛医乙,吲哚美辛
吲哚美辛肠溶片医乙,吲哚美辛
制霉素片医甲非限制,制霉素（制霉菌素）
注射用氨苄西林舒巴坦钠,氨苄西林，复方
银杏叶片,银杏叶片
注射用还原型谷胱甘肽钠医乙限药物性,谷胱甘肽
乙酰半胱氨酸泡腾片医丙,乙酰半胱氨酸
右旋糖酐铁注射液,右旋糖酐
云南白药气雾剂,云南白药气雾剂
异烟肼片,异烟肼，复方
注射用曲妥珠单抗,曲妥珠单抗
注射用盐酸柔红霉素,柔红霉素（正定霉素，柔红比星）
正天丸,正天丸
重感灵片,重感灵片
枣仁安神胶囊,安神胶囊
正清风痛宁片,正清风痛宁胶囊
脂必妥片,脂必妥片
重组人干扰素a1b注射液,干扰素
紫杉醇注射液,紫杉醇
祖卡木颗粒,祖卡木颗粒
注射用果糖二磷酸钠医丙,二磷酸果糖
注射用硫酸链霉素,链霉素
异丙嗪片,异丙嗪
右旋糖酐铁口服溶液,右旋糖酐
右旋糖酐铁片医乙,右旋糖酐
注射用培美曲塞二钠,培美曲塞
注射用顺铂冻干型,顺铂（顺氯氨铂）
注射用环磷酰胺,环磷酰胺（癌得星）
注射用甲磺酸左氧氟沙星,氧氟沙星
脂肪乳针,脂肪乳
脂肪乳注射液C14,脂肪乳
注射用硫酸长春新碱,长春新碱
注射用盐酸多柔比星,多柔比星（阿霉素）
注射用磺苄西林钠,磺苄西林
注射用甲氨喋呤,甲氨蝶呤
紫杉醇注射液农医乙,紫杉醇
左奥硝唑氯化钠优诺安100ml瓶,奥硝唑
玉屏风颗粒,玉屏风颗粒
知柏地黄丸,知柏地黄丸
注射用克林霉素磷酸酯甲,克林霉素
注射用盐酸左氧氟沙星,氧氟沙星
注射用腺苷钴胺,腺苷钴胺
追风透骨丸,麝香追风膏
左氧氟沙星注射液,左氧氟沙星
碘海醇注射液农医甲限待检审批使用,碘海醇（碘苯六醇，三碘三酰苯）
注射用长春西汀医乙,长春西丁（长春西汀，长春乙酯）
复方硫酸软骨素滴眼液,硫酸软骨素
注射用盐酸吉西他滨,吉西他滨
注射用盐酸瑞芬太尼,瑞芬太尼
注射用吲哚菁绿医乙,吲哚菁绿
参松养心胶囊,参松养心胶囊
川贝枇杷片,川贝枇杷片
注射用果糖二磷酸,二磷酸果糖
注射用卡铂,卡铂
大黄利胆胶囊,大黄利胆胶囊
壮骨麝香止痛膏,壮骨麝香止痛膏
甲磺酸帕珠沙星氯化钠注射液限制农医乙,帕珠沙星
低分子量肝素钠注射液,肝素
丁酸氢化可的松乳膏,丁酸氢化可的松
定坤丹医乙限月经不调行经腹痛,定坤丹
独圣活血片,独圣活血片
二甲硅油散医乙,二甲硅油
呋喃唑酮片,呋喃唑酮
复方田七胃痛胶囊医乙,复方田七胃痛胶囊
复方托吡卡胺滴眼液,托吡卡胺，复方
感咳双清胶囊丙NULL,感咳双清胶囊
注射用重组人干扰素1b,干扰素
吡罗昔康透皮控释贴片,吡罗昔康
荧光素钠注射液XJ历设得,荧光素
氟康唑注射液进口大扶康,氟康唑
肛泰栓医甲NULL,肛泰
枸橼酸芬太尼注射液医甲麻,芬太尼
注射用雷替曲塞2mg支,雷替曲塞
复方氨基酸注射液18AA基农医乙,氨基酸
尼麦角林胶囊XJ,尼麦角林（麦角溴烟酯，瑟米恩）
人血白蛋白,白蛋白
乙肝免疫球蛋白,乙型肝炎免疫球蛋白
枸橼酸舒芬太尼注射液,舒芬太尼
0.1%氟米龙滴眼液,氟米龙
0.02%氟米龙滴眼液,氟米龙
乳酸左氧氟沙星氯化钠注射液乙国基,左氧氟沙星
人血白蛋白进口,白蛋白
沙美特罗替卡松粉吸入剂舒利迭XJ,沙美特罗结合氟替卡松
注射用重组人白介素XJ,白介素类
托吡卡胺滴眼液,托吡卡胺（托品酰胺）
人血白蛋白进口安博灵,白蛋白
妥布霉素地塞米松滴眼液XJ,地塞米松和抗生素的复方
甲磺酸左氧氟沙星氯化钠注射液,左氧氟沙星
15ml布洛芬混悬滴剂,布洛芬
注射用糜蛋白酶XJ,糜蛋白酶
软甲磺酸左氧氟沙星氯化钠注射液,左氧氟沙星
乳酸左氧氟沙星氯化钠注射液乙自选,左氧氟沙星
18AA12%复方氨基酸注射液,氨基酸
头孢噻肟钠舒巴坦钠省,头孢噻肟与β-内酰胺酶抑制剂
盐酸右美托咪定注射液乙自选,右美托咪定
头孢噻肟钠舒巴坦钠,头孢噻肟与β-内酰胺酶抑制剂
重组人白介素注射液,白介素类
仙尼安蒲地蓝消炎片,双黄消炎片
18AA小儿复方氨基酸注射液,氨基酸
2.5%低钙腹膜透析液,腹膜透析
15AA氨基酸注射液,氨基酸
15AA复方氨基酸注射液限,氨基酸
10%浓氯化钠注射液10ml1g支,氯化钠，高渗的
10ml氯化钠注射液,氯化钠
160ug布地奈德福莫特罗吸入粉雾剂II信必可都保,布地奈德
18AA复方氨基酸注射液绿支安,氨基酸
号复方利血平氨苯蝶啶片,利舍平复方
160ug布地奈德福莫特罗粉吸入剂国,布地奈德
18AA5%复方氨基酸注射液,氨基酸
18AA氨基酸注射液,氨基酸
注射用头孢呋辛钠国,头孢呋辛
1.5%低钙腹膜透析液,腹膜透析
脂溶性维生素粉针乙类,氨基酸/碳水化合物/矿物质/维生素，复方
250ml羟乙基淀粉氯化钠注射液丙自选,羟乙基淀粉
2ml曲克芦丁脑蛋白水解物注射液2ml支,曲克芦丁复方
10%人血白蛋白针,白蛋白
3AA氨基酸注射液,氨基酸/碳水化合物/矿物质/维生素，复方
伤科接骨片大连美罗中药厂,接骨片
10mg硫酸阿托品注射液,阿托品
3g安脑丸国,安脑丸
4.25%低钙腹膜透析液,腹膜透析
注射用脂溶性维生素乙类,氨基酸/碳水化合物/矿物质/维生素，复方
10%人血白蛋白针20ml2g瓶,白蛋白
160ug布地奈德福莫特罗粉吸入剂信必可都保,布地奈德
160ug布地奈德福莫特罗粉吸入剂,布地奈德
18AA复方氨基酸注射液四川国瑞250ml,氨基酸
18AAII复方氨基酸注射液,氨基酸
20%人血白蛋白50ml10g支,白蛋白
20ml布洛芬混悬滴剂,布洛芬
20%人血白蛋白,白蛋白
320ug布地奈德福莫特罗粉吸入剂,布地奈德
18AA复方氨基酸注射液,氨基酸
25mg阿司匹林肠溶片,乙酰水杨酸
10%力邦特中长链脂肪乳注射液C824Ve250ml2g瓶,脂肪乳
沙美特罗替卡松粉吸入剂舒利迭,沙美特罗结合氟替卡松
19AA小儿复方氨基酸注射液,氨基酸/碳水化合物/矿物质/维生素，复方
注射用脂溶性维生素II乙类,氨基酸/碳水化合物/矿物质/维生素，复方
320ug布地奈德福莫特罗粉吸入剂国,布地奈德
2.5%低钙腹膜透析液乳酸盐,腹膜透析
金维他多维元素片,氨基酸/碳水化合物/矿物质/维生素，复方
20%力邦特中长链脂肪乳注射液C824Ve250ml50g20%瓶,脂肪乳
250ml羟乙基淀粉氯化钠注射液丙国基,羟乙基淀粉
250ml羟乙基淀粉氯化钠针丙自选,羟乙基淀粉
250ml羟乙基淀粉氯化钠注射液,羟乙基淀粉
藿香正气水,藿香正气水
250ml羟乙基淀粉氯化钠注射液乙国基,羟乙基淀粉
320ug布地奈德福莫特罗吸入粉雾剂II信必可都保,布地奈德
金嗓开音胶囊医乙,金嗓开音丸
荆防颗粒基农医乙,荆防颗粒
开喉剑喷雾剂,开喉剑喷雾剂(儿童型)
狂犬病人免疫球蛋白,狂犬病免疫球蛋白
雷公藤多苷片,雷公藤多苷片
利拉鲁肽注射液,利拉鲁肽
连花清瘟胶囊,连花清瘟胶囊
脉血康胶囊,脉血康胶囊
镁加铝咀嚼片医乙,镁加铝（氢氧化镁铝，水化铝酸镁）
320ug布地奈德福莫特罗粉吸入剂信必可都保,布地奈德
葡萄糖氯化钠注射液甲自选,氨基酸/碳水化合物/矿物质/维生素，复方
3g妥布霉素地塞米松眼膏,妥布霉素
葡萄糖氯化钠注射液甲,氨基酸/碳水化合物/矿物质/维生素，复方
葡萄糖氯化钠注射液100ml100ml袋,氨基酸/碳水化合物/矿物质/维生素，复方
40g美宝湿润烧伤膏乙国基,湿润烧伤膏
沙美特罗替卡松粉吸入剂,沙美特罗结合氟替卡松
葡萄糖氯化钠注射液50ml,氨基酸/碳水化合物/矿物质/维生素，复方
400mg注射用血塞通国,血塞通注射液
葡萄糖氯化钠注射液100ml袋,氨基酸/碳水化合物/矿物质/维生素，复方
葡萄糖氯化钠注射液50ml袋,氨基酸/碳水化合物/矿物质/维生素，复方
尼可地尔片,尼可地尔
诺氟沙星胶囊,诺氟沙星
平消片,平消片
葡萄糖氯化钠注射液100ml,氨基酸/碳水化合物/矿物质/维生素，复方
50ml参芎葡萄糖注射液Co50ml瓶,葡萄糖
500ml羟乙基淀粉氯化钠注射液丙自选,羟乙基淀粉
5mg地塞米松磷酸钠注射液国,地塞米松
5mg硝酸异山梨酯片,硝酸异山梨酯
50mg氟康唑分散片,氟康唑
片坤复康片,坤复康片
50ml丙泊酚乳状注射液国,丙泊酚（双异丙酚）
50ml丙泊酚乳状注射液,丙泊酚（双异丙酚）
5ml曲克芦丁脑蛋白水解物注射液5ml支,曲克芦丁复方
FJ甲强龙针甲泼尼龙琥珀酸钠,甲泼尼龙（甲强龙）
粒脑心通胶囊,脑心通胶囊
500ml羟乙基淀粉氯化钠针丙自选,羟乙基淀粉
60g美宝湿润烧伤膏乙国基,湿润烧伤膏
80mg马来酸桂哌齐特注射液省,桂哌齐特
mg替米沙坦氢氯噻嗪胶囊,替米沙坦和利尿药
跌打镇痛膏,跌打镇痛膏
5ml依达拉奉注射液,依达拉奉
CTA碘普罗胺注射液,碘
10%葡萄糖,葡萄糖
9AA复方氨基酸注射液,氨基酸/碳水化合物/矿物质/维生素，复方
芪参胶囊,芪参胶囊
芪苈强心胶囊,芪苈强心胶囊
80ug布地奈德福莫特罗吸入粉雾剂信必可都保,布地奈德
FJ丙泊酚注射液,丙泊酚（双异丙酚）
强力枇杷胶囊,强力枇杷胶囊
羟苯磺酸钙胶囊医乙,羟苯磺酸钙
曲克芦丁脑蛋白水解物注射液,曲克芦丁复方
噻吗洛尔眼液,噻吗洛尔
双黄连口服液,双黄连口服液
碳酸钙D3片医乙成人钙尔奇D600,碳酸钙
5%葡萄糖,葡萄糖
皮炎平复方醋酸地塞米松乳膏,地塞米松，复方
替加氟注射液医乙,替加氟（喃氟啶）
天王补心丸,天王补心丸
鲜竹沥医丙,复方鲜竹沥液
腺苷钴胺片,腺苷钴胺
香丹注射液,香丹注射液
消渴丸,消渴丸
小活络丸,小活络丸(大蜜丸)
硫酸庆大霉素注射液限外用,庆大霉素
小金片,小金片
眩晕宁片医乙,天麻眩晕宁合剂
布洛芬片,布洛芬
0.9%氯化钠,氯化钠
血栓心脉宁胶囊,血栓心脉宁胶囊
丹参注射液,丹参注射液
多滤平片多塞平,多塞平
复方氨基酸注射液18AA天津,氨基酸
复方氨基酸注射液18AA宜昌,氨基酸
复方甲硝唑泡腾片,甲硝唑，复方
硫代硫酸钠针大苏打,硫代硫酸钠
保和颗粒,保和颗粒
川芎茶调颗粒,川芎茶调颗粒
颠茄酊,颠茄酊
地奥心血康胶囊,地奥心血康
FJ蛇胆川贝散,复方蛇胆川贝散
克林霉素磷酸酯注射液,克林霉素
附子理中丸,理中丸
八珍益母胶囊,八珍益母胶囊
葡萄糖注射液玻瓶,葡萄糖
癃闭舒胶囊,癃闭舒胶囊
氯化钠注射液瓶装,氯化钠
乳癖消片,乳癖消片
乳酸左氧氟沙星胶囊,左氧氟沙星
狗皮膏,狗皮膏
氯化钠注射液袋装,氯化钠
雷公藤多甙片,雷公藤多甙片
氯化钠注射液代装,氯化钠
红霉素肠溶片,红霉素
七叶神安滴丸,七叶神安
三七胶囊,三七胶囊
葡萄糖注射液袋装,葡萄糖
硫酸阿托品眼膏,阿托品
双氯芬酸钠肠溶胶囊,双氯芬酸
橘红胶囊,橘红胶囊
硫酸阿米卡星注射液,阿米卡星
氯化钠注射液玻瓶,氯化钠
凝血酶,凝血酶
双氯芬酸钠肠溶片,双氯芬酸
通宣理肺胶囊,通宣理肺胶囊
生脉胶囊,生脉胶囊
牛黄解毒片北京素片,牛黄解毒片
氯化钠注射液塑瓶,氯化钠
五苓胶囊,五苓胶囊
硝酸咪康唑乳膏珠海,咪康唑
四神片,四神片
复方磺胺甲噁唑片,磺胺甲恶唑和甲氧苄啶
狗皮膏改进型,狗皮膏(改进型)
盐酸利多卡因注射液局麻,利多卡因（赛罗卡因）
金匮肾气片,金匮肾气片
盐酸利多卡因注射液溶剂用,利多卡因（赛罗卡因）
乌鸡白凤片,乌鸡白凤片
维生素葡萄糖注射液,氨基酸/碳水化合物/矿物质/维生素，复方
气滞胃痛颗粒,气滞胃痛颗粒
清开灵颗粒,清开灵颗粒
盐酸环丙沙星片,环丙沙星
寿比山吲达帕胺,培多普利/氨氯地平/吲哒帕胺
